order_id,customer_id,product_name,category,price,quantity,payment_method,rating,purchase_date,return_flag,total_spent
0D5122FA,C42490,Sarung Jok,Otomotif,"25,650.00",1,Transfer Bank,1,27/01/2023,0,25650
80BEB0D9,C81099,Dispenser Sabun,Rumah Tangga,"259,937.00",1,Transfer Bank,4,27/01/2023,0,259937
F6FE9DA4,C23720,Headphone Bluetooth,Elektronik,"172,978.00",3,ShopeePay,5,27/01/2023,0,518934
2F254E66,C60302,Baju Oversize,Fashion,"399,470.00",3,ShopeePay,3,27/01/2023,0,1198410
6222A74D,C37191,Smartwatch,Elektronik,"407,325.00",3,COD,2,27/01/2023,0,1221975
BBEBD34F,C97417,Pengharum Mobil,Otomotif,"131,238.00",3,ShopeePay,1,27/01/2023,0,393714
742C732D,C88386,Puzzle 1000pcs,Mainan,"245,526.00",1,COD,2,27/01/2023,0,245526
25AE715A,C27546,Sarung Jok,Otomotif,"192,549.00",3,Transfer Bank,3,27/01/2023,1,577647
9AC50BAD,C74240,Kopi Literan,Makanan & Minuman,"446,852.00",1,ShopeePay,5,27/01/2023,0,446852
4069677D,C98632,Charger Type-C,Elektronik,"79,633.00",2,Transfer Bank,1,27/01/2023,0,159266
B3D00F32,C31792,Wajan Anti Lengket,Rumah Tangga,"102,457.00",2,Transfer Bank,1,27/01/2023,0,204914
A3A6025C,C22596,Boneka Anime,Mainan,"325,580.00",3,Kartu Kredit,5,27/01/2023,0,976740
7A488F36,C42443,Headphone Bluetooth,Elektronik,"70,264.00",3,COD,5,27/01/2023,0,210792
C41B047E,C89618,Boneka Anime,Mainan,"499,028.00",2,ShopeePay,4,27/01/2023,0,998056
60EA0ECB,C49804,Charger Type-C,Elektronik,"37,034.00",3,GoPay,1,27/01/2023,1,111102
15E01082,C15283,Boneka Anime,Mainan,"201,023.00",1,Kartu Kredit,4,27/01/2023,1,201023
A5E83C38,C47542,Wajan Anti Lengket,Rumah Tangga,"64,372.00",2,ShopeePay,3,27/01/2023,0,128744
708F02D7,C55849,Coklat Bubuk,Makanan & Minuman,"295,330.00",1,GoPay,1,27/01/2023,1,295330
B1942503,C57874,Sarung Jok,Otomotif,"19,170.00",1,Transfer Bank,5,27/01/2023,1,19170
6C95F7B1,C63417,Lipstik Matte,Kecantikan,"277,945.00",1,Kartu Kredit,4,27/01/2023,0,277945
D0B25D60,C79144,Lipstik Matte,Kecantikan,"240,701.00",1,Transfer Bank,1,27/01/2023,0,240701
F33E001C,C91501,Charger Type-C,Elektronik,"208,356.00",3,COD,4,27/01/2023,0,625068
73127D2C,C65105,GPS Tracker,Otomotif,"435,036.00",2,ShopeePay,5,28/01/2023,0,870072
047385DE,C92459,Smartwatch,Elektronik,"332,706.00",3,Transfer Bank,2,28/01/2023,0,998118
380A9B89,C71012,Tempat Sampah Mini,Rumah Tangga,"421,687.00",3,ShopeePay,5,28/01/2023,0,1265061
E54A9BAD,C73492,Granola,Makanan & Minuman,"295,631.00",1,COD,2,28/01/2023,0,295631
7F261E97,C61662,Headphone Bluetooth,Elektronik,"391,730.00",2,COD,3,28/01/2023,0,783460
9C31D378,C53886,Tempat Sampah Mini,Rumah Tangga,"143,497.00",1,Transfer Bank,5,28/01/2023,0,143497
4B8B2D87,C49207,GPS Tracker,Otomotif,"377,870.00",1,COD,1,28/01/2023,0,377870
B9BFB38D,C51184,Puzzle 1000pcs,Mainan,"340,211.00",1,ShopeePay,5,28/01/2023,1,340211
672760FA,C78965,Boneka Anime,Mainan,"420,930.00",1,Kartu Kredit,1,28/01/2023,0,420930
3A17AE59,C54562,Kopi Literan,Makanan & Minuman,"319,567.00",2,ShopeePay,1,28/01/2023,1,639134
C791A428,C40450,Celana Jogger,Fashion,"81,007.00",3,COD,3,28/01/2023,0,243021
DE48C34D,C65464,Pengharum Mobil,Otomotif,"215,642.00",2,GoPay,5,28/01/2023,0,431284
B5940689,C74676,Baju Oversize,Fashion,"183,196.00",3,Kartu Kredit,5,28/01/2023,0,549588
1ADFCCB1,C15270,RC Car,Mainan,"145,274.00",2,COD,2,28/01/2023,0,290548
44B9D53F,C98536,Boneka Anime,Mainan,"151,865.00",1,GoPay,2,28/01/2023,0,151865
F6D4F472,C68015,Set Pisau Dapur,Rumah Tangga,"21,657.00",1,ShopeePay,2,28/01/2023,0,21657
F219EE4C,C21273,Hand Sanitizer,Kesehatan,"161,741.00",1,ShopeePay,3,28/01/2023,0,161741
8093B3E1,C26339,Masker KF94,Kesehatan,"363,693.00",3,Kartu Kredit,4,28/01/2023,0,1091079
44E8E1AA,C49506,Charger Type-C,Elektronik,"409,542.00",1,Kartu Kredit,5,28/01/2023,0,409542
615821D1,C66378,Lipstik Matte,Kecantikan,"11,781.00",2,ShopeePay,5,28/01/2023,0,23562
1760FB1E,C77851,Boneka Anime,Mainan,"290,451.00",1,Kartu Kredit,2,28/01/2023,0,290451
81DFBD17,C39514,Dispenser Sabun,Rumah Tangga,"479,551.00",3,GoPay,3,28/01/2023,0,1438653
6A1A2599,C45963,Skincare Toner,Kecantikan,"477,669.00",1,ShopeePay,4,28/01/2023,0,477669
6BFF66F0,C65219,Vitamin C,Kesehatan,"263,627.00",1,COD,1,28/01/2023,0,263627
CCA9DB34,C20925,Mainan Edukasi,Mainan,"210,464.00",3,ShopeePay,4,28/01/2023,0,631392
3A5F5DCB,C54398,Mainan Edukasi,Mainan,"90,794.00",1,GoPay,4,28/01/2023,0,90794
4E43CE90,C64432,Charger Type-C,Elektronik,"70,075.00",1,ShopeePay,2,28/01/2023,1,70075
B6C8DA84,C49745,Sunscreen SPF50,Kecantikan,"438,971.00",1,ShopeePay,4,29/01/2023,0,438971
4045ED42,C16506,GPS Tracker,Otomotif,"249,678.00",2,Transfer Bank,3,29/01/2023,0,499356
005D62DD,C17340,RC Car,Mainan,"380,372.00",2,Transfer Bank,2,29/01/2023,1,760744
D6FB0657,C73163,Tempat Sampah Mini,Rumah Tangga,"55,254.00",1,Transfer Bank,5,29/01/2023,0,55254
A540B50C,C61596,Lipstik Matte,Kecantikan,"308,793.00",2,Kartu Kredit,2,29/01/2023,0,617586
E97733E4,C75654,Boneka Anime,Mainan,"181,480.00",2,Kartu Kredit,1,29/01/2023,0,362960
164F9015,C36367,Smartwatch,Elektronik,"108,019.00",2,GoPay,2,29/01/2023,0,216038
E1B23FBE,C29216,Lipstik Matte,Kecantikan,"271,720.00",1,GoPay,3,29/01/2023,1,271720
2985705D,C20395,Charger Type-C,Elektronik,"143,020.00",3,ShopeePay,2,29/01/2023,0,429060
0228567D,C26686,Celana Jogger,Fashion,"308,636.00",2,GoPay,1,29/01/2023,0,617272
E293C5EE,C83215,Celana Jogger,Fashion,"280,293.00",3,ShopeePay,2,29/01/2023,0,840879
91AA844A,C97583,Set Pisau Dapur,Rumah Tangga,"363,048.00",1,Transfer Bank,4,29/01/2023,0,363048
678A8C9E,C54338,Lipstik Matte,Kecantikan,"193,820.00",2,Kartu Kredit,3,29/01/2023,1,387640
581FCE84,C87284,Mainan Edukasi,Mainan,"268,586.00",3,GoPay,5,29/01/2023,0,805758
D8CD2E6B,C49644,GPS Tracker,Otomotif,"187,602.00",1,COD,4,29/01/2023,0,187602
CC5F74D6,C43382,Foundation,Kecantikan,"13,652.00",1,GoPay,4,29/01/2023,0,13652
633E03B4,C51018,Hand Sanitizer,Kesehatan,"396,036.00",2,GoPay,5,29/01/2023,0,792072
F1565B51,C55575,Smartwatch,Elektronik,"142,099.00",1,Kartu Kredit,5,29/01/2023,0,142099
AF098431,C43427,GPS Tracker,Otomotif,"215,035.00",2,Transfer Bank,4,29/01/2023,1,430070
6CC3FC8B,C87650,Vitamin C,Kesehatan,"144,722.00",1,COD,3,30/01/2023,1,144722
8DDC9B91,C10254,Termometer Digital,Kesehatan,"134,208.00",3,Kartu Kredit,5,30/01/2023,0,402624
5285E95F,C70931,Foundation,Kecantikan,"310,587.00",2,Transfer Bank,4,30/01/2023,0,621174
173E14ED,C69118,Hoodie Polos,Fashion,"175,226.00",1,Kartu Kredit,1,30/01/2023,0,175226
CAFF533D,C92316,Baju Oversize,Fashion,"226,206.00",2,COD,3,30/01/2023,0,452412
BFCE7780,C50051,Foundation,Kecantikan,"70,701.00",2,GoPay,3,30/01/2023,0,141402
15F188A5,C97478,Skincare Toner,Kecantikan,"406,910.00",1,GoPay,3,30/01/2023,0,406910
BF0D30DA,C72936,Hoodie Polos,Fashion,"371,550.00",1,Transfer Bank,5,30/01/2023,0,371550
FE0AB250,C80961,Hijab,Fashion,"382,051.00",2,Transfer Bank,4,30/01/2023,1,764102
CDA79397,C98090,Hijab,Fashion,"188,167.00",2,ShopeePay,2,30/01/2023,0,376334
77B61D8F,C16699,Celana Jogger,Fashion,"339,447.00",3,GoPay,1,30/01/2023,0,1018341
6DD5855B,C86669,Hijab,Fashion,"345,735.00",2,GoPay,1,30/01/2023,1,691470
26324514,C37264,Boneka Anime,Mainan,"399,602.00",2,COD,5,30/01/2023,0,799204
F69C114F,C29331,Masker KF94,Kesehatan,"247,477.00",2,ShopeePay,4,30/01/2023,0,494954
4E6F3082,C54182,Set Pisau Dapur,Rumah Tangga,"404,617.00",2,COD,5,30/01/2023,0,809234
D8D91888,C68324,Charger Type-C,Elektronik,"221,896.00",1,Transfer Bank,1,30/01/2023,0,221896
E8EC96D5,C24684,Pengharum Mobil,Otomotif,"435,766.00",1,GoPay,4,30/01/2023,0,435766
8F9DE6AA,C82024,Hand Sanitizer,Kesehatan,"312,458.00",1,COD,5,30/01/2023,0,312458
D5DE6CFE,C83702,Termometer Digital,Kesehatan,"273,840.00",1,Kartu Kredit,3,30/01/2023,0,273840
BBA957D4,C66826,Hijab,Fashion,"282,302.00",3,Kartu Kredit,2,31/01/2023,0,846906
BD4B5909,C14673,Kopi Literan,Makanan & Minuman,"464,430.00",3,COD,2,31/01/2023,1,1393290
59977809,C71503,Alat Vakum Mini,Otomotif,"10,447.00",3,Transfer Bank,1,31/01/2023,0,31341
E7BDA13D,C55784,Mie Instan Premium,Makanan & Minuman,"441,085.00",1,Transfer Bank,1,31/01/2023,0,441085
D9CFE76D,C46110,Vitamin C,Kesehatan,"65,012.00",2,Transfer Bank,1,31/01/2023,0,130024
F1942552,C52813,Vitamin C,Kesehatan,"225,159.00",3,Transfer Bank,1,31/01/2023,1,675477
064364A2,C79935,Baju Oversize,Fashion,"47,955.00",1,Transfer Bank,1,31/01/2023,0,47955
B73A61A1,C12773,Lipstik Matte,Kecantikan,"225,654.00",1,ShopeePay,4,31/01/2023,0,225654
EDD830F3,C51699,Charger Type-C,Elektronik,"495,877.00",3,GoPay,4,31/01/2023,0,1487631
0D4FA313,C68821,Coklat Bubuk,Makanan & Minuman,"376,998.00",1,Kartu Kredit,2,31/01/2023,0,376998
7F166E8F,C85016,Puzzle 1000pcs,Mainan,"211,212.00",3,COD,5,31/01/2023,0,633636
8453BBBE,C94565,Skincare Toner,Kecantikan,"476,785.00",2,Transfer Bank,4,31/01/2023,0,953570
84F13CB6,C62941,Baju Oversize,Fashion,"412,968.00",1,GoPay,4,31/01/2023,0,412968
17810205,C23721,Smartwatch,Elektronik,"53,151.00",2,Transfer Bank,5,31/01/2023,0,106302
B3E98109,C83407,Boneka Anime,Mainan,"296,830.00",2,Transfer Bank,4,31/01/2023,0,593660
8D522965,C48857,RC Car,Mainan,"351,231.00",1,ShopeePay,3,31/01/2023,0,351231
1826D6C4,C31599,Mie Instan Premium,Makanan & Minuman,"188,617.00",3,Transfer Bank,2,31/01/2023,0,565851
5EE287A9,C53314,Wajan Anti Lengket,Rumah Tangga,"64,432.00",1,Transfer Bank,4,31/01/2023,0,64432
D95A8295,C28466,Sunscreen SPF50,Kecantikan,"445,946.00",2,Kartu Kredit,2,31/01/2023,0,891892
CCCA3917,C81464,Coklat Bubuk,Makanan & Minuman,"18,674.00",2,Kartu Kredit,3,31/01/2023,0,37348
265D3E27,C34205,Set Pisau Dapur,Rumah Tangga,"330,686.00",1,Kartu Kredit,4,31/01/2023,1,330686
2BD656F0,C35475,Dispenser Sabun,Rumah Tangga,"180,378.00",2,Kartu Kredit,4,31/01/2023,0,360756
62BC8346,C75391,Masker KF94,Kesehatan,"168,935.00",1,COD,5,31/01/2023,0,168935
4241DD29,C26092,Celana Jogger,Fashion,"211,886.00",2,Transfer Bank,1,01/02/2023,0,423772
F18DDE9B,C32726,Dispenser Sabun,Rumah Tangga,"399,566.00",3,ShopeePay,3,01/02/2023,0,1198698
664F4802,C21115,Kopi Literan,Makanan & Minuman,"45,086.00",2,COD,3,01/02/2023,0,90172
2AB32636,C84104,Mainan Edukasi,Mainan,"395,972.00",2,Transfer Bank,3,01/02/2023,1,791944
DE281ADC,C14461,Hijab,Fashion,"326,751.00",2,GoPay,1,01/02/2023,0,653502
DD2E22CA,C72892,Wajan Anti Lengket,Rumah Tangga,"335,018.00",2,COD,3,01/02/2023,0,670036
47469D56,C50886,Headphone Bluetooth,Elektronik,"167,366.00",1,GoPay,1,01/02/2023,0,167366
DA232398,C18800,Termometer Digital,Kesehatan,"476,346.00",3,GoPay,2,01/02/2023,0,1429038
008A3924,C99568,Set Pisau Dapur,Rumah Tangga,"489,136.00",3,ShopeePay,4,01/02/2023,0,1467408
1CF26BA2,C16195,Baju Oversize,Fashion,"163,023.00",3,Transfer Bank,5,01/02/2023,0,489069
E97D304A,C71601,Celana Jogger,Fashion,"162,394.00",1,COD,4,01/02/2023,0,162394
CB0E80F7,C16424,GPS Tracker,Otomotif,"56,409.00",1,ShopeePay,3,01/02/2023,0,56409
4727E3E9,C40867,Boneka Anime,Mainan,"321,351.00",3,Kartu Kredit,5,01/02/2023,1,964053
B094D862,C40105,Hand Sanitizer,Kesehatan,"14,572.00",1,Transfer Bank,5,01/02/2023,0,14572
27A57B07,C86783,Coklat Bubuk,Makanan & Minuman,"473,644.00",3,Transfer Bank,3,01/02/2023,0,1420932
EE07BDA2,C21829,Mainan Edukasi,Mainan,"425,842.00",1,Kartu Kredit,1,01/02/2023,0,425842
4212744A,C18214,GPS Tracker,Otomotif,"495,146.00",2,Kartu Kredit,2,02/02/2023,1,990292
DB73D587,C55521,Set Pisau Dapur,Rumah Tangga,"481,184.00",3,Kartu Kredit,2,02/02/2023,0,1443552
DD0E67B1,C18816,Celana Jogger,Fashion,"395,310.00",2,Transfer Bank,4,02/02/2023,0,790620
1D6BC45D,C19197,Coklat Bubuk,Makanan & Minuman,"328,681.00",1,Kartu Kredit,5,02/02/2023,0,328681
45761B8E,C20343,Hand Sanitizer,Kesehatan,"14,518.00",3,Kartu Kredit,5,02/02/2023,0,43554
F7EBC4D1,C36994,Charger Type-C,Elektronik,"482,839.00",1,Kartu Kredit,3,02/02/2023,0,482839
42C3EE2E,C74713,Masker KF94,Kesehatan,"308,338.00",2,COD,4,02/02/2023,1,616676
7BD944E4,C38160,Pengharum Mobil,Otomotif,"396,180.00",2,ShopeePay,5,02/02/2023,0,792360
6C4D3F95,C42431,Headphone Bluetooth,Elektronik,"26,314.00",3,ShopeePay,3,02/02/2023,0,78942
D759FE0C,C76276,Dispenser Sabun,Rumah Tangga,"72,761.00",3,ShopeePay,2,02/02/2023,1,218283
BF3D9346,C21281,Wajan Anti Lengket,Rumah Tangga,"369,156.00",3,COD,3,02/02/2023,0,1107468
DEFF5F43,C46655,Celana Jogger,Fashion,"171,140.00",1,Kartu Kredit,4,02/02/2023,1,171140
BAB42998,C12308,GPS Tracker,Otomotif,"10,832.00",2,GoPay,2,02/02/2023,0,21664
781CC88F,C38966,Charger Type-C,Elektronik,"419,594.00",3,COD,1,02/02/2023,0,1258782
EA1A6733,C61645,Dispenser Sabun,Rumah Tangga,"306,096.00",2,GoPay,5,02/02/2023,0,612192
981B1BBE,C45142,Baju Oversize,Fashion,"431,690.00",3,GoPay,4,02/02/2023,0,1295070
6C568527,C59313,Coklat Bubuk,Makanan & Minuman,"229,018.00",1,COD,1,03/02/2023,0,229018
5D65B5E6,C66956,Boneka Anime,Mainan,"331,332.00",2,COD,3,03/02/2023,1,662664
58BD83D8,C68239,Vitamin C,Kesehatan,"459,830.00",2,Kartu Kredit,4,03/02/2023,0,919660
FA01D482,C74665,Celana Jogger,Fashion,"82,212.00",2,COD,2,03/02/2023,0,164424
EFF71B0E,C53115,Masker KF94,Kesehatan,"176,996.00",3,Transfer Bank,4,03/02/2023,0,530988
FF0EA4B2,C74392,Coklat Bubuk,Makanan & Minuman,"339,129.00",2,COD,4,03/02/2023,0,678258
467B585B,C17733,Mie Instan Premium,Makanan & Minuman,"224,518.00",3,COD,3,03/02/2023,0,673554
0057B85A,C18523,RC Car,Mainan,"155,943.00",1,Kartu Kredit,3,03/02/2023,0,155943
FA2CF76E,C26684,Termometer Digital,Kesehatan,"333,850.00",3,COD,5,03/02/2023,0,1001550
EF41F37A,C11514,Granola,Makanan & Minuman,"168,360.00",2,Transfer Bank,1,03/02/2023,0,336720
08B748CC,C59023,Foundation,Kecantikan,"464,468.00",1,ShopeePay,2,03/02/2023,0,464468
74A3C466,C49369,Mie Instan Premium,Makanan & Minuman,"75,551.00",1,Transfer Bank,4,03/02/2023,0,75551
49382AC0,C13022,Power Bank,Elektronik,"294,144.00",1,COD,2,03/02/2023,0,294144
AFB3C4D2,C66262,Lipstik Matte,Kecantikan,"326,614.00",1,Kartu Kredit,3,04/02/2023,0,326614
17AC0084,C42946,Sarung Jok,Otomotif,"293,311.00",2,GoPay,2,04/02/2023,1,586622
B818605E,C78850,Boneka Anime,Mainan,"63,323.00",3,Kartu Kredit,5,04/02/2023,0,189969
E20D4FA7,C16132,Wajan Anti Lengket,Rumah Tangga,"477,063.00",3,Kartu Kredit,1,04/02/2023,0,1431189
E13FA6AF,C39788,Skincare Toner,Kecantikan,"419,467.00",2,Kartu Kredit,1,04/02/2023,0,838934
9E7548CA,C27508,Granola,Makanan & Minuman,"353,274.00",2,ShopeePay,5,04/02/2023,0,706548
C69BF3B6,C17995,Baju Oversize,Fashion,"297,140.00",3,Kartu Kredit,4,04/02/2023,0,891420
DC5D15A1,C27750,Coklat Bubuk,Makanan & Minuman,"41,410.00",3,ShopeePay,3,04/02/2023,0,124230
94842CE9,C81348,Pengharum Mobil,Otomotif,"300,258.00",3,COD,1,04/02/2023,0,900774
57410766,C16845,GPS Tracker,Otomotif,"211,768.00",1,Kartu Kredit,3,04/02/2023,0,211768
F81903BD,C95165,RC Car,Mainan,"68,971.00",3,COD,1,04/02/2023,0,206913
96CB8DEF,C85841,Power Bank,Elektronik,"160,472.00",3,ShopeePay,5,04/02/2023,0,481416
0CB72B7B,C50893,Mie Instan Premium,Makanan & Minuman,"290,234.00",2,ShopeePay,4,04/02/2023,0,580468
90FCD1A0,C65930,Charger Type-C,Elektronik,"68,112.00",1,COD,1,04/02/2023,0,68112
A72675B7,C36403,Mie Instan Premium,Makanan & Minuman,"465,370.00",2,Kartu Kredit,1,04/02/2023,0,930740
7F03B8C5,C20873,Boneka Anime,Mainan,"462,994.00",1,Kartu Kredit,3,04/02/2023,0,462994
6399D77C,C74233,Hijab,Fashion,"303,083.00",2,GoPay,5,04/02/2023,0,606166
9025E71C,C76356,Coklat Bubuk,Makanan & Minuman,"305,662.00",1,ShopeePay,2,04/02/2023,0,305662
A422D73F,C42855,Smartwatch,Elektronik,"96,130.00",2,COD,5,04/02/2023,0,192260
A6B55C18,C19276,Tempat Sampah Mini,Rumah Tangga,"38,367.00",3,ShopeePay,1,04/02/2023,0,115101
53BA962E,C55011,Coklat Bubuk,Makanan & Minuman,"75,177.00",2,Kartu Kredit,3,05/02/2023,0,150354
E7131796,C23934,Charger Type-C,Elektronik,"198,911.00",3,GoPay,4,05/02/2023,0,596733
D16DDD6C,C35522,Sunscreen SPF50,Kecantikan,"136,397.00",1,COD,1,05/02/2023,0,136397
8F29A76C,C60823,Smartwatch,Elektronik,"374,498.00",1,COD,5,05/02/2023,0,374498
2597F779,C76676,Kopi Literan,Makanan & Minuman,"347,179.00",2,Transfer Bank,4,05/02/2023,0,694358
14123142,C59255,Celana Jogger,Fashion,"145,762.00",2,Kartu Kredit,1,05/02/2023,0,291524
E7B0EAF8,C45656,Power Bank,Elektronik,"185,793.00",2,ShopeePay,5,05/02/2023,1,371586
E4FD8C30,C14672,RC Car,Mainan,"360,556.00",2,GoPay,3,05/02/2023,0,721112
9E998538,C15887,Termometer Digital,Kesehatan,"400,122.00",3,Transfer Bank,2,05/02/2023,0,1200366
7D30B906,C68679,Mie Instan Premium,Makanan & Minuman,"341,631.00",1,COD,1,05/02/2023,1,341631
19C2B2AA,C99630,Charger Type-C,Elektronik,"445,002.00",2,Kartu Kredit,2,05/02/2023,0,890004
6CD2E0A7,C33956,Skincare Toner,Kecantikan,"308,575.00",2,GoPay,3,05/02/2023,0,617150
7FD774BB,C74697,Alat Vakum Mini,Otomotif,"346,820.00",3,COD,2,05/02/2023,0,1040460
9C4D3238,C60454,Skincare Toner,Kecantikan,"297,673.00",3,COD,4,05/02/2023,0,893019
5954AFB6,C50144,Smartwatch,Elektronik,"86,092.00",1,GoPay,5,05/02/2023,0,86092
9A6B4F18,C71652,Dispenser Sabun,Rumah Tangga,"162,183.00",3,COD,2,05/02/2023,0,486549
E229069F,C59634,Hijab,Fashion,"87,051.00",3,Kartu Kredit,4,05/02/2023,0,261153
B01C788F,C71841,Granola,Makanan & Minuman,"141,909.00",2,COD,2,05/02/2023,0,283818
2F0CD5D9,C98024,Tempat Sampah Mini,Rumah Tangga,"353,512.00",1,Kartu Kredit,3,05/02/2023,0,353512
EA3EEFE4,C45857,GPS Tracker,Otomotif,"410,982.00",2,COD,2,05/02/2023,0,821964
A30A5A67,C94398,Hoodie Polos,Fashion,"357,132.00",1,Transfer Bank,5,06/02/2023,0,357132
EF7932AE,C90980,Mainan Edukasi,Mainan,"192,144.00",2,Transfer Bank,4,06/02/2023,0,384288
EE222E2A,C96552,RC Car,Mainan,"146,842.00",2,ShopeePay,2,06/02/2023,0,293684
EA04E7CD,C75041,Kopi Literan,Makanan & Minuman,"335,349.00",1,Transfer Bank,2,06/02/2023,0,335349
1C27B636,C91706,Puzzle 1000pcs,Mainan,"184,332.00",2,ShopeePay,1,06/02/2023,0,368664
4BB630C9,C26948,Hand Sanitizer,Kesehatan,"488,279.00",2,GoPay,2,06/02/2023,0,976558
C6C80D84,C26347,Masker KF94,Kesehatan,"180,931.00",2,Transfer Bank,3,06/02/2023,1,361862
AEF8EE29,C69836,Power Bank,Elektronik,"200,118.00",3,Transfer Bank,5,06/02/2023,0,600354
492F61A5,C45560,Hoodie Polos,Fashion,"382,846.00",3,Kartu Kredit,2,06/02/2023,0,1148538
0D314B59,C32855,Baju Oversize,Fashion,"433,613.00",2,Transfer Bank,4,06/02/2023,0,867226
42823F69,C66874,Tempat Sampah Mini,Rumah Tangga,"377,086.00",2,Kartu Kredit,4,06/02/2023,0,754172
BBD579AE,C93827,Boneka Anime,Mainan,"270,328.00",3,ShopeePay,4,06/02/2023,0,810984
4F396FF5,C76955,Coklat Bubuk,Makanan & Minuman,"383,416.00",3,Transfer Bank,4,06/02/2023,0,1150248
1FC5486E,C84851,Set Pisau Dapur,Rumah Tangga,"236,444.00",1,Transfer Bank,3,06/02/2023,0,236444
F8FE9417,C69851,Headphone Bluetooth,Elektronik,"359,972.00",3,Transfer Bank,3,06/02/2023,1,1079916
9265B8AD,C73108,Hoodie Polos,Fashion,"156,913.00",2,Kartu Kredit,3,06/02/2023,0,313826
2C248132,C57341,Wajan Anti Lengket,Rumah Tangga,"316,301.00",2,COD,5,06/02/2023,0,632602
44B8EC45,C85368,Puzzle 1000pcs,Mainan,"46,741.00",1,COD,3,06/02/2023,0,46741
B43C429C,C72095,Charger Type-C,Elektronik,"27,017.00",3,GoPay,5,06/02/2023,0,81051
39290585,C30783,Baju Oversize,Fashion,"151,555.00",1,Kartu Kredit,3,06/02/2023,0,151555
92348A19,C45141,Foundation,Kecantikan,"105,597.00",3,COD,5,06/02/2023,0,316791
FF19976D,C34383,Wajan Anti Lengket,Rumah Tangga,"84,221.00",1,Kartu Kredit,1,06/02/2023,0,84221
FE756D0D,C93094,Foundation,Kecantikan,"398,819.00",1,Transfer Bank,4,06/02/2023,0,398819
E3932CD3,C44420,GPS Tracker,Otomotif,"23,721.00",2,Kartu Kredit,2,06/02/2023,0,47442
E6F00FA3,C41473,Puzzle 1000pcs,Mainan,"470,071.00",1,Kartu Kredit,2,06/02/2023,0,470071
9BF4041A,C45606,Foundation,Kecantikan,"88,206.00",2,ShopeePay,2,07/02/2023,1,176412
7908822,C82098,Mainan Edukasi,Mainan,"95,195.00",3,ShopeePay,2,07/02/2023,0,285585
F75413EA,C12211,Skincare Toner,Kecantikan,"200,582.00",1,Transfer Bank,3,07/02/2023,0,200582
1FECE650,C32225,Pengharum Mobil,Otomotif,"426,916.00",2,ShopeePay,2,07/02/2023,0,853832
ED6A8418,C15080,Granola,Makanan & Minuman,"20,339.00",1,GoPay,1,07/02/2023,0,20339
1832363E,C76842,Hand Sanitizer,Kesehatan,"363,628.00",2,COD,2,07/02/2023,0,727256
3CD0F7BD,C86566,Set Pisau Dapur,Rumah Tangga,"218,217.00",3,ShopeePay,2,07/02/2023,0,654651
07C0A3CD,C87254,Smartwatch,Elektronik,"268,904.00",3,COD,2,07/02/2023,0,806712
5583FD54,C15181,Hoodie Polos,Fashion,"124,446.00",2,Kartu Kredit,3,07/02/2023,0,248892
C810B7D9,C58637,Foundation,Kecantikan,"286,993.00",2,ShopeePay,1,07/02/2023,1,573986
0B30FE1F,C68234,Masker KF94,Kesehatan,"420,645.00",2,Transfer Bank,1,07/02/2023,0,841290
EF701894,C18711,Termometer Digital,Kesehatan,"64,968.00",2,Transfer Bank,4,07/02/2023,0,129936
DF568892,C48420,Sunscreen SPF50,Kecantikan,"214,189.00",3,ShopeePay,3,07/02/2023,0,642567
C6A0C723,C21771,RC Car,Mainan,"341,002.00",1,GoPay,5,07/02/2023,0,341002
0804FB5B,C78026,Dispenser Sabun,Rumah Tangga,"213,970.00",3,ShopeePay,5,07/02/2023,0,641910
3E8FD894,C27199,Celana Jogger,Fashion,"72,449.00",2,Transfer Bank,2,07/02/2023,0,144898
B2BA0C46,C55731,Set Pisau Dapur,Rumah Tangga,"364,873.00",2,Kartu Kredit,3,07/02/2023,0,729746
D01B0158,C82397,Granola,Makanan & Minuman,"483,073.00",2,Transfer Bank,3,07/02/2023,0,966146
A84585F1,C40941,Granola,Makanan & Minuman,"420,487.00",1,ShopeePay,4,07/02/2023,0,420487
7A518C6A,C17218,Tempat Sampah Mini,Rumah Tangga,"313,246.00",1,GoPay,2,07/02/2023,0,313246
2AE8C8CD,C51564,Tempat Sampah Mini,Rumah Tangga,"65,012.00",3,Transfer Bank,2,07/02/2023,0,195036
FB50D013,C15833,Sarung Jok,Otomotif,"161,538.00",3,COD,1,08/02/2023,0,484614
7FF1153A,C13980,Boneka Anime,Mainan,"124,100.00",1,Kartu Kredit,3,08/02/2023,0,124100
A29A5860,C10549,Charger Type-C,Elektronik,"266,733.00",2,Transfer Bank,1,08/02/2023,0,533466
F9956D70,C86060,Kopi Literan,Makanan & Minuman,"104,951.00",2,COD,5,08/02/2023,0,209902
A2AD2F3B,C11795,Foundation,Kecantikan,"398,061.00",1,Kartu Kredit,4,08/02/2023,1,398061
BFE78EB3,C45967,Masker KF94,Kesehatan,"171,821.00",3,COD,1,08/02/2023,0,515463
AF1FE44D,C75982,Coklat Bubuk,Makanan & Minuman,"197,111.00",2,Kartu Kredit,2,08/02/2023,0,394222
8D5A795C,C45109,Baju Oversize,Fashion,"74,616.00",3,COD,4,08/02/2023,0,223848
91757000,C51910,Set Pisau Dapur,Rumah Tangga,"27,425.00",3,COD,3,08/02/2023,1,82275
