order_id,customer_id,product_name,category,price,quantity,payment_method,rating,purchase_date,return_flag
EBF24FA3,C14704,Set Pisau Dapur,Rumah Tangga,274250,1,Kartu Kredit,4,2023-12-31,0
789C1511,C17123,Dispenser Sabun,Rumah Tangga,458556,3,Kartu Kredit,5,2023-08-28,0
82F22424,C29999,Power Bank,Elektronik,95558,1,ShopeePay,1,2024-03-02,0
9E9B10E3,C52636,Masker KF94,Kesehatan,178285,3,Kartu Kredit,2,2023-08-15,0
CD29BA7A,C22898,Vitamin C,Kesehatan,306975,3,GoPay,1,2023-02-24,0
8956DB70,C92588,Smartwatch,Elektronik,371684,2,GoPay,1,2023-09-29,0
ADE949C9,C85123,Foundation,Kecantikan,20650,1,ShopeePay,3,2024-03-13,0
E3BC5B59,C94114,Set Pisau Dapur,Rumah Tangga,126083,3,GoPay,5,2023-03-09,0
58333DC6,C22838,Masker KF94,Kesehatan,198017,3,ShopeePay,4,2023-04-03,0
9349F03D,C91204,Hand Sanitizer,Kesehatan,403142,3,Transfer Bank,3,2023-09-16,0
60CCB1B6,C77113,Pengharum Mobil,Otomotif,103840,1,Transfer Bank,1,2023-12-26,0
881373C3,C15182,Wajan Anti Lengket,Rumah Tangga,140190,2,Transfer Bank,4,2023-05-05,0
E4355830,C11488,Alat Vakum Mini,Otomotif,401772,1,ShopeePay,4,2023-06-25,0
0898C0E4,C64345,Masker KF94,Kesehatan,324617,3,Transfer Bank,4,2023-07-17,0
76A78127,C50024,Wajan Anti Lengket,Rumah Tangga,422020,2,GoPay,4,2024-01-16,0
E763E079,C36450,GPS Tracker,Otomotif,148374,3,Kartu Kredit,4,2023-06-17,1
11001DCC,C35518,Mainan Edukasi,Mainan,186167,1,Kartu Kredit,5,2023-06-04,0
FB834C0D,C44514,RC Car,Mainan,68787,3,GoPay,2,2024-03-23,0
245187E5,C20040,RC Car,Mainan,157477,2,COD,5,2023-09-19,0
3DC1FB37,C18180,Hijab,Fashion,324625,2,COD,4,2023-04-02,0
FDBFB045,C60605,Tempat Sampah Mini,Rumah Tangga,70560,1,GoPay,5,2023-10-22,0
84EDCA24,C96194,Skincare Toner,Kecantikan,163652,2,Kartu Kredit,5,2023-09-14,0
862E6418,C93978,Headphone Bluetooth,Elektronik,90353,1,Transfer Bank,1,2024-03-01,0
95482F55,C42489,Power Bank,Elektronik,130548,3,GoPay,5,2023-04-21,0
C5861E38,C84840,Kopi Literan,Makanan & Minuman,481665,1,Kartu Kredit,4,2023-07-02,0
13F1C594,C94565,GPS Tracker,Otomotif,420442,2,Transfer Bank,2,2024-02-01,0
BE409F60,C46202,Hijab,Fashion,351264,2,Transfer Bank,3,2023-05-30,0
2EA7E128,C56332,Tempat Sampah Mini,Rumah Tangga,418827,3,GoPay,5,2024-02-26,0
C8E3766C,C55964,Granola,Makanan & Minuman,274813,2,Transfer Bank,4,2024-02-15,0
A4B64014,C14546,Masker KF94,Kesehatan,233895,2,ShopeePay,5,2023-01-13,0
E5D61AA1,C72221,Masker KF94,Kesehatan,116159,3,GoPay,2,2024-02-09,0
835F60C8,C71240,Baju Oversize,Fashion,405284,3,Kartu Kredit,2,2023-05-29,0
08D6FB83,C36104,RC Car,Mainan,79398,3,Kartu Kredit,5,2023-07-25,0
888E9EA9,C15477,Baju Oversize,Fashion,68950,2,ShopeePay,3,2023-08-12,0
6F6E178A,C32035,Sarung Jok,Otomotif,254013,3,Kartu Kredit,3,2023-12-01,0
BE003681,C72103,Smartwatch,Elektronik,154726,1,COD,5,2024-03-21,0
A529E917,C65315,Hoodie Polos,Fashion,174624,3,COD,2,2023-10-07,0
86C121D6,C92319,Smartwatch,Elektronik,416769,3,GoPay,2,2024-03-26,0
2FE4407F,C59827,Hand Sanitizer,Kesehatan,376621,1,Kartu Kredit,2,2023-10-24,0
4B82C119,C32792,Foundation,Kecantikan,266594,1,Kartu Kredit,1,2024-01-14,0
C4017BE5,C95489,Celana Jogger,Fashion,84703,1,Kartu Kredit,4,2024-01-06,0
FB85FB81,C66423,Lipstik Matte,Kecantikan,306359,3,Transfer Bank,4,2024-02-09,0
B8FD7999,C36875,Hand Sanitizer,Kesehatan,354440,1,GoPay,3,2023-01-03,0
26E518FF,C60005,RC Car,Mainan,448497,2,Transfer Bank,3,2023-04-03,0
86CB2CAC,C94787,Boneka Anime,Mainan,113553,2,COD,2,2023-07-07,0
2B689B7F,C89058,Dispenser Sabun,Rumah Tangga,48259,3,ShopeePay,3,2024-03-18,0
9280CD9C,C18981,GPS Tracker,Otomotif,363939,1,COD,1,2023-05-13,0
CD94D630,C69123,Granola,Makanan & Minuman,242187,2,COD,2,2024-01-23,0
8D176622,C96181,Wajan Anti Lengket,Rumah Tangga,403469,3,ShopeePay,3,2024-02-08,0
DBDCFC6C,C32240,Baju Oversize,Fashion,389734,2,ShopeePay,4,2023-08-26,0
8AB9D7D4,C59062,Hand Sanitizer,Kesehatan,481287,3,GoPay,2,2023-07-12,1
9440E57D,C31572,Foundation,Kecantikan,499195,2,ShopeePay,4,2023-08-05,0
06D3E296,C97957,Coklat Bubuk,Makanan & Minuman,368042,3,Transfer Bank,1,2023-03-24,0
4B466206,C34876,Hijab,Fashion,82257,2,COD,2,2023-12-09,0
EA79D5E1,C95867,Smartwatch,Elektronik,315367,2,Transfer Bank,5,2023-07-27,0
73B147C5,C94071,Mainan Edukasi,Mainan,364348,1,ShopeePay,4,2024-02-21,0
71B73F36,C12505,Tempat Sampah Mini,Rumah Tangga,415536,3,Kartu Kredit,3,2023-06-08,0
40C4B0E8,C44903,Skincare Toner,Kecantikan,436852,2,Transfer Bank,2,2023-04-27,0
1B5D0404,C88417,Boneka Anime,Mainan,120329,1,COD,4,2023-03-21,0
7BB903FB,C25284,Granola,Makanan & Minuman,401672,1,Kartu Kredit,4,2023-07-02,0
F23CC2A5,C25423,Vitamin C,Kesehatan,132209,2,GoPay,3,2023-06-17,0
6BE54B54,C12961,Lipstik Matte,Kecantikan,288188,1,ShopeePay,5,2023-01-15,0
DFCD32AB,C85056,Celana Jogger,Fashion,294212,3,COD,4,2023-12-21,0
51059155,C85205,Foundation,Kecantikan,386990,3,GoPay,1,2023-07-08,0
88178A5B,C68743,Coklat Bubuk,Makanan & Minuman,342092,2,Transfer Bank,2,2023-12-10,0
F1C60631,C16424,Baju Oversize,Fashion,428786,2,Transfer Bank,2,2023-01-12,0
405524E1,C91779,Celana Jogger,Fashion,275896,1,Transfer Bank,5,2023-03-20,0
04BB2FD8,C97519,Termometer Digital,Kesehatan,465959,3,GoPay,5,2023-05-14,0
27651309,C83841,Baju Oversize,Fashion,61509,2,Kartu Kredit,3,2023-12-16,0
AEA3A224,C33396,Hand Sanitizer,Kesehatan,128835,1,Transfer Bank,4,2023-11-05,0
EFA094F7,C84458,Mainan Edukasi,Mainan,420357,3,ShopeePay,5,2023-11-20,0
0F7070B0,C87990,Termometer Digital,Kesehatan,14325,2,Kartu Kredit,2,2023-09-20,0
6AE70150,C48315,Mainan Edukasi,Mainan,128673,3,COD,3,2023-12-13,0
3C0DE35D,C79396,RC Car,Mainan,419932,1,GoPay,4,2023-10-16,0
357C886F,C48658,Tempat Sampah Mini,Rumah Tangga,83968,3,ShopeePay,1,2023-08-02,0
5640852D,C58189,Puzzle 1000pcs,Mainan,48238,3,Transfer Bank,5,2023-06-22,0
9C3028BF,C24649,Hand Sanitizer,Kesehatan,157052,2,Kartu Kredit,2,2023-08-03,0
FC231CA5,C17760,Granola,Makanan & Minuman,461225,2,Transfer Bank,1,2024-01-25,0
D025F614,C84526,Wajan Anti Lengket,Rumah Tangga,385806,2,COD,4,2024-03-11,0
7E64CB5B,C36520,RC Car,Mainan,361266,3,Transfer Bank,4,2023-12-11,1
B23AA75C,C87098,Boneka Anime,Mainan,127587,2,Kartu Kredit,2,2023-01-10,0
B6390004,C97362,Lipstik Matte,Kecantikan,229173,3,Transfer Bank,4,2024-03-26,1
1B3D2785,C74124,Foundation,Kecantikan,460568,1,COD,2,2023-01-06,0
D492F770,C85372,Coklat Bubuk,Makanan & Minuman,373423,2,Transfer Bank,3,2023-07-09,0
D0A517FF,C19705,Sarung Jok,Otomotif,376832,1,Kartu Kredit,5,2023-11-26,0
22D73C39,C77376,Smartwatch,Elektronik,365671,2,GoPay,3,2023-11-29,0
60AC84B3,C91300,Lipstik Matte,Kecantikan,112007,1,GoPay,4,2023-08-14,0
95BBB7C4,C81684,Mie Instan Premium,Makanan & Minuman,276369,1,COD,4,2023-10-26,0
AB3B77F9,C94625,Sunscreen SPF50,Kecantikan,109678,1,ShopeePay,4,2024-01-06,0
CC434607,C65579,Mainan Edukasi,Mainan,189871,3,Transfer Bank,4,2024-02-26,1
3F84DE8C,C97539,Headphone Bluetooth,Elektronik,120617,2,Transfer Bank,5,2023-01-22,0
83F3AE02,C10865,Alat Vakum Mini,Otomotif,372477,1,COD,1,2023-11-13,0
576EDD62,C25965,Masker KF94,Kesehatan,241930,2,COD,3,2023-04-18,0
707D3A97,C29770,Termometer Digital,Kesehatan,150719,3,Transfer Bank,4,2023-07-24,0
F9A49003,C95246,RC Car,Mainan,427419,2,Transfer Bank,3,2023-08-10,1
43153934,C65445,Boneka Anime,Mainan,289203,1,GoPay,3,2023-03-12,1
B2F349BE,C23548,Pengharum Mobil,Otomotif,393776,3,COD,1,2024-02-11,0
354F27B0,C98605,Termometer Digital,Kesehatan,381431,3,Transfer Bank,4,2023-04-11,0
D092B2D2,C90080,Kopi Literan,Makanan & Minuman,309104,1,ShopeePay,3,2023-12-30,0
00E5E33A,C73816,Vitamin C,Kesehatan,93578,1,GoPay,1,2023-02-28,1
5498A5F1,C88125,Smartwatch,Elektronik,245858,3,Transfer Bank,4,2023-02-21,0
C45E27BC,C61236,Hoodie Polos,Fashion,135206,1,Kartu Kredit,1,2023-09-28,0
81682719,C36752,Hand Sanitizer,Kesehatan,374217,2,COD,5,2024-01-11,0
BF555D8D,C95210,Vitamin C,Kesehatan,83021,3,Kartu Kredit,4,2024-01-22,1
92B443F9,C52737,Sarung Jok,Otomotif,401168,2,COD,2,2023-07-18,0
083DC5EF,C11054,Foundation,Kecantikan,322253,1,COD,3,2024-01-02,0
E7399B31,C44306,Hijab,Fashion,298525,1,Transfer Bank,3,2023-10-08,0
10876CFA,C83360,Hand Sanitizer,Kesehatan,239048,1,COD,2,2023-05-14,0
0A4A3D81,C13855,Power Bank,Elektronik,113449,3,Kartu Kredit,1,2024-01-05,0
12135737,C97078,Puzzle 1000pcs,Mainan,268582,3,COD,3,2023-04-16,0
598F7749,C35131,Dispenser Sabun,Rumah Tangga,362033,3,Kartu Kredit,3,2023-02-15,0
08C7EFDF,C34172,Mie Instan Premium,Makanan & Minuman,447392,2,GoPay,3,2023-09-21,1
4148A491,C58404,Vitamin C,Kesehatan,82824,1,COD,2,2023-12-21,0
DE93A666,C41782,GPS Tracker,Otomotif,316994,2,Kartu Kredit,3,2023-05-22,0
50D5DE69,C69743,Alat Vakum Mini,Otomotif,368518,3,COD,4,2023-01-08,0
DF9F686C,C88789,Kopi Literan,Makanan & Minuman,450072,3,GoPay,3,2023-02-07,0
E594CA06,C80435,Wajan Anti Lengket,Rumah Tangga,306557,1,COD,1,2023-05-01,0
0F9068E1,C60505,Baju Oversize,Fashion,377089,3,Kartu Kredit,5,2023-06-19,0
F18A6728,C86154,Sarung Jok,Otomotif,89229,2,ShopeePay,1,2023-09-26,0
7C21E064,C56675,Lipstik Matte,Kecantikan,400587,3,GoPay,3,2023-06-11,0
21648377,C87672,Hand Sanitizer,Kesehatan,177170,2,Transfer Bank,4,2023-09-18,0
33C87C53,C95653,Hoodie Polos,Fashion,261996,1,GoPay,2,2023-03-14,1
100A9581,C63777,Hijab,Fashion,52416,1,Kartu Kredit,4,2023-01-23,0
B72B6A3B,C75279,Skincare Toner,Kecantikan,450232,2,ShopeePay,5,2023-10-24,1
76D74030,C35430,Dispenser Sabun,Rumah Tangga,250208,1,Kartu Kredit,5,2023-11-26,0
ED230460,C77993,Puzzle 1000pcs,Mainan,374155,1,Transfer Bank,4,2023-06-16,0
D672E570,C70509,Baju Oversize,Fashion,342248,3,Transfer Bank,1,2023-04-26,0
C1CD51E3,C61780,Masker KF94,Kesehatan,269488,1,GoPay,4,2023-06-22,0
DEFA035B,C79985,Termometer Digital,Kesehatan,145674,3,GoPay,1,2024-02-13,0
41319B47,C74007,Baju Oversize,Fashion,84722,3,GoPay,5,2023-09-20,0
852AEF68,C93263,Charger Type-C,Elektronik,325757,2,COD,3,2024-03-04,0
D54C84B0,C41313,Mainan Edukasi,Mainan,264784,3,Transfer Bank,1,2023-12-24,0
68538E07,C14404,Granola,Makanan & Minuman,423244,2,Kartu Kredit,2,2023-11-12,1
DC18ED7E,C26776,Set Pisau Dapur,Rumah Tangga,229367,1,Kartu Kredit,1,2023-02-08,0
14B5CD61,C31871,Termometer Digital,Kesehatan,284904,2,GoPay,4,2023-03-12,0
2F516C3F,C27172,Granola,Makanan & Minuman,472943,3,COD,1,2023-10-02,1
00A41FB9,C18798,Lipstik Matte,Kecantikan,228374,1,Kartu Kredit,5,2023-04-17,0
6D5D53EE,C32056,Puzzle 1000pcs,Mainan,147626,2,ShopeePay,2,2023-09-12,0
6DEE20BC,C88405,GPS Tracker,Otomotif,37990,1,Transfer Bank,3,2023-03-16,1
B03FDE9B,C39081,Sarung Jok,Otomotif,447011,1,Kartu Kredit,2,2023-10-30,0
4DD388AF,C51088,Puzzle 1000pcs,Mainan,133045,2,Transfer Bank,5,2023-06-06,0
B4304429,C52611,Pengharum Mobil,Otomotif,60907,3,Kartu Kredit,4,2023-06-21,0
2BE98BE3,C56839,Hijab,Fashion,57142,3,Kartu Kredit,3,2023-10-06,0
6D79BE29,C94156,Alat Vakum Mini,Otomotif,362024,3,COD,2,2023-11-14,0
5E0E742B,C59169,Power Bank,Elektronik,272746,1,ShopeePay,3,2023-08-19,1
D13A561F,C29911,Granola,Makanan & Minuman,281604,2,GoPay,1,2024-01-10,0
F1445B4C,C73573,Set Pisau Dapur,Rumah Tangga,226776,2,Transfer Bank,2,2023-04-13,0
20B46A41,C91664,Granola,Makanan & Minuman,30258,3,ShopeePay,2,2023-10-05,1
FF035B88,C86451,Dispenser Sabun,Rumah Tangga,261951,3,ShopeePay,5,2023-12-07,0
2A7249D1,C63558,Termometer Digital,Kesehatan,293648,3,ShopeePay,4,2023-12-16,1
113540FF,C89012,Kopi Literan,Makanan & Minuman,410235,1,Kartu Kredit,2,2024-01-24,0
D0FF2A00,C86173,Baju Oversize,Fashion,242733,2,GoPay,2,2023-08-24,0
C92ACECB,C95441,Foundation,Kecantikan,163061,1,Transfer Bank,5,2024-01-31,0
8AD56F88,C64825,Smartwatch,Elektronik,91368,2,COD,5,2023-11-25,0
5BB89D87,C18236,Hand Sanitizer,Kesehatan,115808,3,Kartu Kredit,1,2023-03-04,0
985BD04C,C89125,Alat Vakum Mini,Otomotif,95856,1,GoPay,5,2023-12-10,0
A49EC688,C73661,Set Pisau Dapur,Rumah Tangga,282843,3,ShopeePay,3,2023-10-04,0
7D10ACDC,C61418,Vitamin C,Kesehatan,133431,2,ShopeePay,2,2024-02-25,0
F5DD065A,C87595,Pengharum Mobil,Otomotif,477656,1,ShopeePay,1,2024-01-01,0
E20FDBD7,C19612,Masker KF94,Kesehatan,41392,2,COD,3,2023-10-16,0
6BA92476,C22206,Masker KF94,Kesehatan,370736,2,Transfer Bank,4,2023-01-06,0
35B40F04,C13286,Foundation,Kecantikan,311017,1,ShopeePay,4,2023-05-19,0
425A368E,C29995,RC Car,Mainan,242510,1,COD,2,2023-07-07,0
23F7B4EE,C37300,Mie Instan Premium,Makanan & Minuman,149829,2,Kartu Kredit,4,2023-05-07,0
84B49282,C87985,Power Bank,Elektronik,163601,1,GoPay,1,2023-01-26,0
C57D64AA,C89411,Hoodie Polos,Fashion,324140,1,COD,4,2023-07-02,0
0D24DAD8,C33341,Puzzle 1000pcs,Mainan,413237,2,Kartu Kredit,2,2023-08-14,0
8995A5FE,C86831,Alat Vakum Mini,Otomotif,495559,3,Transfer Bank,5,2023-01-03,0
DBE086C0,C12103,Smartwatch,Elektronik,489688,3,Transfer Bank,5,2023-01-30,1
B6F67507,C42719,Sarung Jok,Otomotif,468221,1,Kartu Kredit,3,2024-02-14,0
A13B5E22,C82396,Coklat Bubuk,Makanan & Minuman,219657,3,Kartu Kredit,4,2023-08-18,0
41E76ADF,C69137,Boneka Anime,Mainan,231891,3,Transfer Bank,2,2023-07-17,0
3E4E70DC,C98579,Set Pisau Dapur,Rumah Tangga,370716,1,COD,2,2024-01-04,0
34BE75CE,C82371,Alat Vakum Mini,Otomotif,184046,2,Kartu Kredit,5,2023-07-28,0
17A15AD2,C40249,Kopi Literan,Makanan & Minuman,454977,1,ShopeePay,4,2023-04-24,0
12B240A7,C57694,Set Pisau Dapur,Rumah Tangga,464268,2,GoPay,2,2023-04-21,0
B59E3933,C74820,Tempat Sampah Mini,Rumah Tangga,143060,3,Kartu Kredit,4,2023-02-05,0
EE5A8568,C90409,Tempat Sampah Mini,Rumah Tangga,68471,3,GoPay,1,2023-11-19,0
D4623174,C13964,RC Car,Mainan,383822,1,COD,4,2023-09-23,0
8121F3AA,C27185,Granola,Makanan & Minuman,177260,2,Transfer Bank,2,2023-04-10,0
B9769F73,C90794,RC Car,Mainan,127587,1,ShopeePay,4,2023-10-27,0
EF523F61,C96760,Power Bank,Elektronik,337441,3,Transfer Bank,2,2023-06-02,0
1D82234C,C66283,Mie Instan Premium,Makanan & Minuman,430260,2,GoPay,5,2023-04-01,1
B874E169,C31835,GPS Tracker,Otomotif,282220,2,Kartu Kredit,5,2023-12-27,0
0A998804,C85106,Granola,Makanan & Minuman,365440,3,Transfer Bank,3,2023-04-20,0
2BAB36DA,C16536,Granola,Makanan & Minuman,281262,3,ShopeePay,1,2023-11-30,0
CFB39F36,C25886,Masker KF94,Kesehatan,435899,3,GoPay,2,2023-02-17,0
FB7F301D,C63192,Mainan Edukasi,Mainan,96196,3,ShopeePay,3,2024-03-16,0
85F0A728,C14663,Alat Vakum Mini,Otomotif,81524,3,Kartu Kredit,5,2023-06-15,0
A3EB03FD,C10690,Sarung Jok,Otomotif,476241,2,Kartu Kredit,2,2023-11-16,0
E4E3BDD1,C48314,Tempat Sampah Mini,Rumah Tangga,192010,2,ShopeePay,3,2023-05-27,0
062F3D4F,C17218,Skincare Toner,Kecantikan,417474,1,ShopeePay,3,2023-07-05,0
76932ED1,C20704,Mainan Edukasi,Mainan,87122,3,ShopeePay,2,2023-07-31,0
9CB6351A,C29029,Alat Vakum Mini,Otomotif,141533,2,Transfer Bank,5,2023-10-12,0
E1D1EFCA,C21002,Set Pisau Dapur,Rumah Tangga,368771,2,COD,4,2023-07-04,0
A12C4E9E,C19651,Smartwatch,Elektronik,357919,1,COD,1,2023-05-03,0
D5B7C6A5,C60387,Hand Sanitizer,Kesehatan,178515,3,COD,1,2023-02-17,0
A841B794,C97218,GPS Tracker,Otomotif,321854,2,ShopeePay,5,2023-02-20,0
8F069883,C56107,Charger Type-C,Elektronik,140008,3,Transfer Bank,2,2023-02-08,0
2EB9E665,C73472,Dispenser Sabun,Rumah Tangga,255651,1,ShopeePay,1,2023-07-19,0
78B0351B,C62011,Coklat Bubuk,Makanan & Minuman,463162,2,COD,4,2023-05-11,0
1140746D,C37072,Sunscreen SPF50,Kecantikan,182223,2,ShopeePay,3,2023-07-31,0
ECA1CD60,C63199,Set Pisau Dapur,Rumah Tangga,132343,3,Transfer Bank,2,2024-01-02,0
B0D78422,C35235,Celana Jogger,Fashion,465143,3,COD,2,2023-02-04,0
31AD6CFC,C74942,Sarung Jok,Otomotif,13113,2,ShopeePay,1,2023-02-11,0
0A96E8BA,C64470,Pengharum Mobil,Otomotif,102296,3,COD,4,2024-02-11,0
7F87D3F8,C49779,Alat Vakum Mini,Otomotif,125857,3,ShopeePay,3,2024-02-14,0
0FA4932D,C17942,Kopi Literan,Makanan & Minuman,162083,2,Kartu Kredit,3,2023-09-03,0
50734AB2,C50757,Hijab,Fashion,171142,3,COD,5,2023-11-07,0
02DCE832,C22162,Sunscreen SPF50,Kecantikan,125624,2,Transfer Bank,4,2023-03-14,0
31392CDE,C69903,Baju Oversize,Fashion,39257,3,Transfer Bank,1,2023-03-22,0
E76A080B,C23771,Boneka Anime,Mainan,67315,3,COD,4,2023-10-15,1
D6BF98E7,C62527,Termometer Digital,Kesehatan,391710,1,Transfer Bank,3,2023-02-19,0
CD57FE06,C33718,Termometer Digital,Kesehatan,402123,3,ShopeePay,5,2023-07-19,0
1FA06749,C36111,Masker KF94,Kesehatan,118824,1,Transfer Bank,4,2023-10-31,0
40F2B108,C38073,Wajan Anti Lengket,Rumah Tangga,110921,2,COD,5,2023-03-27,0
848347B6,C49353,Hijab,Fashion,467997,2,COD,5,2023-03-05,1
14782B49,C28929,Boneka Anime,Mainan,76393,3,Transfer Bank,1,2023-09-20,0
19D571E2,C92570,Termometer Digital,Kesehatan,147237,3,GoPay,2,2024-02-05,0
AAB949EA,C13283,Sunscreen SPF50,Kecantikan,25676,3,Transfer Bank,3,2023-11-14,0
E9A920DE,C84548,Puzzle 1000pcs,Mainan,372241,3,GoPay,5,2023-07-21,0
068899F6,C67294,Mainan Edukasi,Mainan,79123,3,GoPay,3,2023-05-02,1
F55877E4,C51577,Hoodie Polos,Fashion,426018,2,GoPay,4,2023-05-15,0
3FD46D85,C38111,Set Pisau Dapur,Rumah Tangga,44367,2,COD,3,2023-11-03,0
D7B85444,C39134,Headphone Bluetooth,Elektronik,294390,3,Kartu Kredit,1,2023-10-10,0
BC3673A9,C72447,Coklat Bubuk,Makanan & Minuman,349600,2,GoPay,3,2023-07-26,0
4567DD95,C27043,Headphone Bluetooth,Elektronik,461916,2,GoPay,1,2024-03-19,0
CF27E8D0,C62791,Hoodie Polos,Fashion,141103,2,COD,3,2023-05-15,0
6A5459C7,C74890,Boneka Anime,Mainan,35117,2,COD,1,2023-04-05,0
985E0D72,C69076,Dispenser Sabun,Rumah Tangga,46915,3,COD,2,2023-04-26,0
8FD8E47B,C40160,Tempat Sampah Mini,Rumah Tangga,150576,2,COD,2,2023-03-29,0
8D8D8DFB,C11990,Kopi Literan,Makanan & Minuman,281680,1,Transfer Bank,4,2023-05-01,0
60219000,C88481,Puzzle 1000pcs,Mainan,332415,2,Kartu Kredit,3,2023-07-26,0
81490787,C73319,Coklat Bubuk,Makanan & Minuman,326629,2,GoPay,4,2023-03-11,0
AB6FE125,C81222,GPS Tracker,Otomotif,213230,2,ShopeePay,3,2023-09-25,0
D2826ADB,C92368,Power Bank,Elektronik,249369,3,GoPay,5,2024-02-25,0
623DC8DB,C22077,Kopi Literan,Makanan & Minuman,108151,1,COD,1,2023-03-19,0
7F1FF4D7,C32389,Vitamin C,Kesehatan,321629,3,Transfer Bank,4,2024-02-16,0
B5912944,C10988,Hand Sanitizer,Kesehatan,273543,2,GoPay,1,2023-07-05,0
2827EDB5,C12218,Headphone Bluetooth,Elektronik,104076,3,Transfer Bank,1,2024-01-14,0
ED0951A8,C30787,Kopi Literan,Makanan & Minuman,106655,3,COD,2,2024-01-03,0
2C5BAB16,C84671,Set Pisau Dapur,Rumah Tangga,383632,2,GoPay,1,2023-12-10,0
310F7A83,C78233,Alat Vakum Mini,Otomotif,21508,1,COD,2,2023-02-22,0
2D0FC27E,C29187,Dispenser Sabun,Rumah Tangga,329303,1,Kartu Kredit,5,2023-10-04,0
6A38783D,C11394,Granola,Makanan & Minuman,186181,3,Kartu Kredit,2,2023-08-16,1
CC57ABCC,C94884,Coklat Bubuk,Makanan & Minuman,189762,2,GoPay,5,2024-02-05,1
A5CFDBFC,C48298,Pengharum Mobil,Otomotif,68038,1,ShopeePay,5,2023-04-02,0
B266A05C,C28483,Lipstik Matte,Kecantikan,412175,3,Transfer Bank,3,2023-10-07,0
EACE290F,C89485,Headphone Bluetooth,Elektronik,350599,3,GoPay,2,2024-01-17,0
A5E6C6A5,C47622,Set Pisau Dapur,Rumah Tangga,129541,2,Kartu Kredit,1,2024-03-20,0
30BAE93D,C19323,Sarung Jok,Otomotif,331144,3,GoPay,2,2023-03-17,1
ED9F084E,C61206,Dispenser Sabun,Rumah Tangga,115268,2,Transfer Bank,2,2023-09-15,0
69813B89,C35015,Granola,Makanan & Minuman,394052,3,COD,2,2023-05-30,0
C3B8186F,C60371,Power Bank,Elektronik,328598,3,GoPay,5,2023-11-30,0
76A000C8,C89117,Set Pisau Dapur,Rumah Tangga,340163,3,Kartu Kredit,4,2023-07-10,0
7F33381E,C93725,Lipstik Matte,Kecantikan,420549,1,COD,3,2024-03-08,0
6BB0EBDD,C98389,Mie Instan Premium,Makanan & Minuman,236157,1,Transfer Bank,3,2023-01-02,0
B66BDEC2,C79699,Alat Vakum Mini,Otomotif,30989,3,Kartu Kredit,5,2023-09-21,0
B89CA127,C46911,Mainan Edukasi,Mainan,435160,1,ShopeePay,3,2023-12-09,0
F0A71E9B,C58214,Pengharum Mobil,Otomotif,87321,3,ShopeePay,3,2023-03-25,0
733ACA9A,C83198,Sarung Jok,Otomotif,127262,3,Kartu Kredit,5,2023-08-22,0
70E21967,C18935,Kopi Literan,Makanan & Minuman,360876,3,ShopeePay,2,2023-06-03,0
9A62ABC5,C57435,Dispenser Sabun,Rumah Tangga,114446,2,COD,2,2023-03-08,0
0DB5B1F3,C29760,Skincare Toner,Kecantikan,107551,3,COD,1,2023-12-11,0
CF308EBE,C92310,Wajan Anti Lengket,Rumah Tangga,314249,1,GoPay,3,2023-04-06,0
9CD65609,C53427,Celana Jogger,Fashion,357329,3,Transfer Bank,4,2023-07-14,0
CEF884C2,C46458,Boneka Anime,Mainan,471839,2,Transfer Bank,1,2023-09-02,0
4F377430,C33190,Granola,Makanan & Minuman,127085,3,GoPay,1,2023-06-28,0
2E2376C9,C37535,Skincare Toner,Kecantikan,70011,3,GoPay,4,2024-02-26,0
3D99AEA2,C58481,Power Bank,Elektronik,345065,2,Transfer Bank,2,2023-10-31,0
7586FDFD,C19778,Termometer Digital,Kesehatan,190480,3,Kartu Kredit,2,2024-01-16,0
B9C9743C,C87359,Mainan Edukasi,Mainan,94119,3,Kartu Kredit,4,2024-03-26,0
C8F52C23,C84716,Skincare Toner,Kecantikan,310109,3,Transfer Bank,3,2023-09-25,0
F1EE069A,C80838,Wajan Anti Lengket,Rumah Tangga,156453,1,COD,1,2023-06-10,1
3BD208DB,C99126,Baju Oversize,Fashion,267625,3,Kartu Kredit,2,2023-03-16,0
3FD20007,C17448,Masker KF94,Kesehatan,203276,1,Transfer Bank,1,2023-07-29,1
8302A7D6,C31051,Kopi Literan,Makanan & Minuman,446318,3,Kartu Kredit,1,2023-10-31,0
3EB79F08,C29840,Vitamin C,Kesehatan,460981,1,GoPay,3,2024-02-22,0
440962C7,C26340,Boneka Anime,Mainan,328631,3,COD,4,2023-03-29,0
FA496647,C28031,Power Bank,Elektronik,238763,2,COD,3,2023-09-24,0
D6528620,C62608,Alat Vakum Mini,Otomotif,172660,2,GoPay,5,2023-05-15,0
A5DD4FC0,C58402,Granola,Makanan & Minuman,407414,1,ShopeePay,3,2023-12-20,0
2552ED69,C87853,Baju Oversize,Fashion,414263,2,COD,1,2023-05-10,0
10C0FBAF,C59653,Boneka Anime,Mainan,248718,3,ShopeePay,5,2023-08-09,0
3D8486FF,C36468,Hijab,Fashion,25102,1,Kartu Kredit,1,2023-02-23,0
A690E894,C19909,Foundation,Kecantikan,408605,1,ShopeePay,2,2023-01-31,0
7F264D6A,C66330,Foundation,Kecantikan,368785,1,Transfer Bank,2,2024-03-25,1
C351FBB3,C16714,RC Car,Mainan,445290,2,Transfer Bank,4,2023-11-21,0
